id,symbol,name,current_price,market_cap,contract_address,decimals
aintivirus,ainti,AIntivirus,0.0337323,33724270,N/A,
ong,ong,Ontology Gas,0.07178,33695224,N/A,
ethereum-pow-iou,ethw,EthereumPoW,0.310507,33472122,N/A,
unit-plasma,uxpl,Unit Plasma,0.092852,33431876,N/A,
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,0.997214,33399094,0x085780639cc2cacd35e474e71f4d000e2405d8f6,18.0
euler,eul,Euler,1.38,33350011,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,18.0
bancor,bnt,Bancor Network,0.308551,33342339,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,
goplus-security,gps,GoPlus Security,0.00754637,33285850,N/A,
power-ledger,powr,Powerledger,0.062705,33219388,0x595832f8fc6bf59c85c527fec3740a1b7a361269,6.0
ryze,ryze,Ryze,0.152877,33097513,0x44e3ae622c1570dc6e492adb8de92d01ca923d26,18.0
pumpcade,pumpcade,PUMPCADE,0.03309655,33053259,N/A,
cyberconnect,cyber,CYBER,0.525704,32936282,0x14778860e937f509e651192a90589de711fb88a9,
carv,carv,CARV,0.055695,32804469,0xc08cd26474722ce93f4d0c34d16201461c10aa8c,
xtusd,xtusd,XT Stablecoin XTUSD,0.999605,32787556,N/A,
subsquid,sqd,SQD,0.0304676,32754866,N/A,
quai-network,quai,Quai Network,0.03328878,32643693,N/A,
tokenlon,lon,Tokenlon,0.264027,32591576,0x0000000000095413afc295d19edeb1ad7b71c952,
prize-protocol,prize,Prize Protocol,0.00076881,32549445,N/A,
blockv,vee,BLOCKv,0.01378372,32354424,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,
ustbl-tokenized-u-s-treasury-bill,ustbl,USTBL,1.052,32208952,N/A,
hive,hive,Hive,0.059576,32198759,N/A,
america-party-5,america,America Party,7.6301e-08,32098589,0xb03eef386a61b5b462051636001485fffdd3d843,
sai,sai,Sai,12.0,31928741,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
manta-network,manta,Manta Network,0.068198,31818268,N/A,
zerebro,zerebro,Zerebro,0.03207998,31785794,N/A,
metamask-usd,musd,MetaMask USD,0.999464,31756244,0xaca92e438df0b2401ff60da7e4337b687a2435da,
aixbt,aixbt,aixbt,0.03185333,31740987,0x0d37af9d8ae74f35f3a38bd2a08fcb29890ca6d2,18.0
constellation-labs,dag,Constellation,0.00817368,31503774,N/A,
iexec-rlc,rlc,iExec RLC,0.432343,31291916,0x607f4c5bb672230e8672085532f7e901544a7375,9.0
apex-4,ap3x,APEX,0.01945755,31248428,N/A,
dacxi,dxi,Dacxi,0.00044378,31131861,0x5e29cf3e3fed4df50acab95f8268e9ee26ea36f2,
official-fo,fo,Official FO,0.241147,31093063,N/A,
janction,jct,Janction,0.00272105,31034549,0xc477b6dfd26ec2460b3b92de18837fd476ea7549,18.0
tradable-latam-bnpl-sstn,pc0000027,Tradable LatAm BNPL SSTN,1.0,30950000,N/A,
arcblock,abt,Arcblock,0.31357,30911732,0xb98d4c97425d9908e66e53a6fdf673acca0be986,18.0
strategic-oil-supply-2,sos,Strategic Oil Supply,0.00030802,30877220,N/A,
giggle-fund,giggle,Giggle Fund,30.85,30845049,N/A,
steem,steem,Steem,0.056356,30781279,N/A,
kinetiq,kntq,Kinetiq,0.113878,30739752,N/A,
across-protocol,acx,Across Protocol,0.04340082,30623497,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,
just-a-frog,frog,just a frog,0.03058609,30585012,N/A,
deapcoin,dep,DEAPCOIN,0.00111078,30566267,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,18.0
wax,waxp,WAX,0.00663115,30483509,0x2a79324c19ef2b89ea98b23bc669b7e7c9f8a517,8.0
blast,blast,Blast,0.0005013,30390104,N/A,
tokenised-gbp,tgbp,Tokenised GBP,1.36,30322043,0x27f6c8289550fce67f6b50bed1f519966afe5287,18.0
alphabet-class-a-ondo-tokenized-stock,googlon,Alphabet Class A (Ondo Tokenized Stock),390.73,30279736,0xba47214edd2bb43099611b208f75e4b42fdcfedc,
chex-token,chex,Chintai,0.02419994,30209483,0x9ce84f6a69986a83d92c324df10bc8e64771030f,18.0
meme-horse,mhorse,MEME HORSE,0.03020008,30205772,N/A,
sign-global,sign,Sign,0.01566707,30198007,0x868fced65edbf0056c4163515dd840e9f287a4c3,
bankercoin-2,bnkr,BankrCoin,0.00030092,30089904,N/A,
ai-companions,aic,AI Companions,0.02992216,30081566,N/A,
ridges-ai,sn62,Ridges AI,6.62,30070262,N/A,
tx,tx,tx,0.00958185,30063758,N/A,
yield-guild-games,ygg,Yield Guild Games,0.04041352,30036670,0x25f8087ead173b73d6e8b84329989a8eea16cf73,
tornado-cash,torn,Tornado Cash,7.88,30008161,0x77777feddddffc19ff86db637967013e6c6a116c,18.0
autonomi,ant,Autonomi,0.091571,30004046,N/A,
liquity,lqty,Liquity,0.303354,29908839,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,
lista,lista,Lista DAO,0.082665,29900762,N/A,
somnia,somi,Somnia,0.186376,29856564,N/A,
sp500-xstock,spyx,SP500 xStock,722.4,29777146,0x90a2a4c76b5d8c0bc892a69ea28aa775a8f2dd48,18.0
nkyc-token,nkyc,NKYC Token,7.42,29680764,N/A,
victoria-vr,vr,Victoria VR,0.00176309,29619948,0x7d5121505149065b562c789a0145ed750e6e8cdd,18.0
microstrategy-xstock,mstrx,MicroStrategy xStock,167.44,29569244,0xae2f842ef90c0d5213259ab82639d5bbf649b08e,
brevis,brev,Brevis,0.117678,29400524,0x086f405146ce90135750bbec9a063a8b20a8bffb,18.0
sats-ordinals,sats,SATS (Ordinals),1.3938e-08,29264512,N/A,
monerium-eur-money-2,eure,Monerium EUR emoney,1.17,29207488,0x39b8b6385416f4ca36a20319f70d28621895279d,18.0
dkargo,dka,dKargo,0.00585226,29165797,0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0,
moonriver,movr,Moonriver,2.56,29155504,N/A,
lisk,lsk,Lisk,0.124654,29059617,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,
tcy,tcy,THORChain Yield,0.138503,29030872,N/A,
singularry,singularry,Singularry,0.02881832,28949595,N/A,
cartesi,ctsi,Cartesi,0.03168877,28885080,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,
bityuan,bty,Bityuan,0.03972064,28830724,N/A,
spell-token,spell,Spell,0.00016796,28806986,0x090185f2135308bad17527004364ebcc2d37e5f6,
liquity-usd,lusd,Liquity USD,1.004,28750916,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,
dovu-2,dovu,DOVU,0.00287861,28746201,0x2aeabde1ab736c59e9a19bed67681869eef39526,
ishares-silver-trust-ondo-tokenized-stock,slvon,iShares Silver Trust (Ondo Tokenized Stock),66.84,28706276,0xf3e4872e6a4cf365888d93b6146a2baa7348f1a4,18.0
ozapay,oza,Ozapay,0.03769111,28688323,N/A,
templar,sn3,τemplar,6.49,28606652,N/A,
osaka-protocol,osak,Osaka Protocol,3.7505e-08,28558144,0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,
audius,audio,Audius,0.02013204,28528153,0x18aaa7115705e8be94bffebde57af9bfc265b998,
infinifi-locked-iusd-1week,liusd,infiniFi Locked iUSD (1week),1.16,28431699,0x12b004719fb632f1e7c010c6f5d6009fb4258442,18.0
babyboomtoken,bbt,BabyBoomToken,0.166027,28370363,N/A,
uchain-2,ucn,UCHAIN,283.69,28366034,N/A,
uquid-coin,uqc,Uquid Coin,2.83,28274837,0x8806926ab68eb5a7b909dcaf6fdbe5d93271d6e2,
metronome-synth-usd,msusd,Metronome Synth USD,0.996219,28237071,0xab5eb14c09d416f0ac63661e57edb7aecdb9befa,18.0
sophon,soph,Sophon,0.00870952,28098402,0x6b7774cb12ed7573a7586e7d0e62a2a563ddd3f0,
certik,ctk,Shentu,0.177751,28046516,N/A,
milk-alliance,mlk,MiL.k,0.050973,28039790,N/A,
stratis,strax,Xertra,0.0129419,27956448,N/A,
stronghold-token,shx,Stronghold,0.00479743,27795839,0x516d31321928700c6b4fb0db0c8c6bc5d6799787,
everipedia,iq,IQ,0.00106974,27389538,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,18.0
monerium-eur-money,eure,Monerium EUR emoney [OLD],1.17,27175340,0x3231cb76718cdef2155fc47b5286d82e6eda273f,18.0
allora,allo,Allora,0.121295,27122205,0x8408d45b61f5823298f19a09b53b7339c0280489,
the-innovation-game,tig,The Innovation Game,0.946921,26937249,N/A,
metal,mtl,Metal DAO,0.296069,26834479,N/A,
amiko,amiko,Amiko,0.03366778,26784201,N/A,
lcx,lcx,LCX,0.02845898,26779601,0x8cd41041505885ef0ad3858181d66f17be8aae7e,
momentum-3,mmt,Momentum,0.131267,26756783,N/A,
swarms,swarms,Swarms,0.02673997,26714080,N/A,
aergo,aergo,Aergo,0.05621,26559817,0x91af0fbb28aba7e31403cb457106ce79397fd4e6,
collector-crypt,cards,Collector Crypt,0.102906,26504087,N/A,
auki-labs,auki,Auki,0.00649183,26476652,N/A,
zentry,zent,Zentry,0.00339622,26450878,0xdbb7a34bf10169d6d2d0d02a6cbb436cf4381bfa,18.0
lagrange,la,Lagrange,0.137029,26447732,0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,
bugscoin,bgsc,BugsCoin,0.00241302,26444930,N/A,
zelcash,flux,Flux,0.064761,26413057,N/A,
pha,pha,PHALA,0.03156633,26383793,0x6c5ba91642f10282b576d91922ae6448c9d52f4e,
noon-usn,usn,Noon USN,0.999957,26320693,0xda67b4284609d2d48e5d10cfac411572727dc1ed,
orizon,ori,Orizon,56.11,26309095,N/A,
based-one,based,Based,0.111698,26284842,0x4f2b33840227ddd0e28da8d4185d6fa07adfed87,18.0
predictions,prdt,Predictions,1.093,26227262,N/A,
onfa,oft,ONFA,0.243955,26173378,N/A,
saakuru-labs,skr,Saakuru,6.515e-05,26121178,0xe2dca969624795985f2f083bcd0b674337ba130a,18.0
cetus-protocol,cetus,Cetus Protocol,0.02790168,26095278,N/A,
anime,anime,Animecoin,0.00470745,26037556,0x4dc26fc5854e7648a064a4abd590bbe71724c277,
goldfish-gold,ggbr,Goldfish Gold,4.62,26037522,0x7e2ac793f3e692f388e66c7dc28f739d13b0b71a,
a-hunters-dream,caw,A Hunters Dream,4.0831e-08,26004434,0xf3b9569f82b18aef890de263b84189bd33ebe452,
ai-powered-finance,aipf,AI Powered Finance,2.19,26001169,N/A,
bucket-protocol-buck-stablecoin,buck,Bucket Protocol BUCK Stablecoin,0.997812,25912791,N/A,
